1,-3.187902606042998,55.94468190778624,110,55.94468190778624,-3.187902606042998,null
2,-3.1880052120859954,55.94496381557248,110,55.94496381557248,-3.1880052120859954,agents.mile.crib
3,-3.1881552120859955,55.94522362319361,120,55.94522362319361,-3.1881552120859955,null
4,-3.1883052120859956,55.94548343081475,120,55.94548343081475,-3.1883052120859956,skills.less.herb
5,-3.1885871198722313,55.945380824771746,200,55.945380824771746,-3.1885871198722313,null
6,-3.188846927493367,55.94523082477175,210,55.94523082477175,-3.188846927493367,null
7,-3.1891288352796026,55.94512821872875,200,55.94512821872875,-3.1891288352796026,number.exist.rate
8,-3.1892314413226,55.945410126514986,110,55.945410126514986,-3.1892314413226,null
9,-3.189334047365598,55.945692034301224,110,55.945692034301224,-3.189334047365598,null
10,-3.189386141818898,55.94598747662713,100,55.94598747662713,-3.189386141818898,coherent.saints.stuck
11,-3.1896680496051335,55.94588487058413,200,55.94588487058413,-3.1896680496051335,null
12,-3.189927857226269,55.94573487058413,210,55.94573487058413,-3.189927857226269,null
13,-3.1902097650125048,55.94563226454113,200,55.94563226454113,-3.1902097650125048,null
14,-3.1904695726336403,55.945482264541134,210,55.945482264541134,-3.1904695726336403,null
15,-3.190751480419876,55.94537965849813,200,55.94537965849813,-3.190751480419876,null
16,-3.1910112880410115,55.945229658498135,210,55.945229658498135,-3.1910112880410115,maple.limit.hotels
17,-3.1910633824943115,55.94493421617223,260,55.94493421617223,-3.1910633824943115,null
18,-3.1910633824943115,55.944634216172226,270,55.944634216172226,-3.1910633824943115,estate.gave.votes
19,-3.1908705462114058,55.94440440283929,310,55.94440440283929,-3.1908705462114058,null
20,-3.19064073287847,55.94421156655638,320,55.94421156655638,-3.19064073287847,null
21,-3.1904478965955643,55.94398175322345,310,55.94398175322345,-3.1904478965955643,pump.wheels.hulk
22,-3.190550502638562,55.94369984543721,250,55.94369984543721,-3.190550502638562,null
23,-3.1906531086815595,55.94341793765097,250,55.94341793765097,-3.1906531086815595,null
24,-3.1907052031348595,55.94312249532506,260,55.94312249532506,-3.1907052031348595,relate.chill.vest
25,-3.190935016467795,55.94292965904216,220,55.94292965904216,-3.190935016467795,null
26,-3.191164829800731,55.94273682275925,220,55.94273682275925,-3.191164829800731,along.spill.limp
27,-3.1908648298007307,55.94273682275925,0,55.94273682275925,-3.1908648298007307,null
28,-3.1905648298007305,55.94273682275925,0,55.94273682275925,-3.1905648298007305,null
29,-3.1902693874748267,55.94268472830595,350,55.94268472830595,-3.1902693874748267,null
30,-3.1899693874748265,55.94268472830595,0,55.94268472830595,-3.1899693874748265,null
31,-3.1896739451489227,55.94263263385265,350,55.94263263385265,-3.1896739451489227,hooked.shine.third
32,-3.1897765511919203,55.942914541638885,110,55.942914541638885,-3.1897765511919203,null
33,-3.1894811088660164,55.94296663609219,10,55.94296663609219,-3.1894811088660164,null
34,-3.1891856665401126,55.94301873054549,10,55.94301873054549,-3.1891856665401126,region.passes.pencil
35,-3.1893356665401127,55.94327853816662,120,55.94327853816662,-3.1893356665401127,null
36,-3.189485666540113,55.94353834578776,120,55.94353834578776,-3.189485666540113,cars.attend.hotels
37,-3.189190224214209,55.94359044024106,10,55.94359044024106,-3.189190224214209,null
38,-3.188894781888305,55.94364253469436,10,55.94364253469436,-3.188894781888305,labels.hotels.alert
39,-3.188946876341605,55.94393797702027,100,55.94393797702027,-3.188946876341605,noted.friday.jams
40,-3.1886870687204696,55.94408797702027,30,55.94408797702027,-3.1886870687204696,null
41,-3.188457255387534,55.94428081330317,40,55.94428081330317,-3.188457255387534,trades.rare.cable
42,-3.188307255387534,55.94402100568204,300,55.94402100568204,-3.188307255387534,null
43,-3.1881572553875337,55.943761198060905,300,55.943761198060905,-3.1881572553875337,null
44,-3.1880072553875336,55.94350139043977,300,55.94350139043977,-3.1880072553875336,scare.cubs.resort
45,-3.1877118130616298,55.94355348489307,10,55.94355348489307,-3.1877118130616298,null
46,-3.187416370735726,55.943605579346375,10,55.943605579346375,-3.187416370735726,shut.stands.media
47,-3.18722353445282,55.94337576601344,310,55.94337576601344,-3.18722353445282,scale.chair.kinds
48,-3.1869637268316846,55.94322576601344,330,55.94322576601344,-3.1869637268316846,null
49,-3.186703919210549,55.94307576601344,330,55.94307576601344,-3.186703919210549,null
50,-3.1864441115894135,55.942925766013445,330,55.942925766013445,-3.1864441115894135,null
51,-3.186184303968278,55.94277576601345,330,55.94277576601345,-3.186184303968278,under.retire.bump
